product_name,product_price,Rate,Review,text,labels,sentiment_code
wishpool cut resistant gloves  high performance level 5 protection food grade free size synthetic  safety gloves2,227.0,5.0,wonderful,good,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,4.0,very good,nice,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,5.0,terrific purchase,good,positive,2
airtel dth settop box airtel tv airtel set up box airtel hd tv remote controllerblack,215.0,5.0,great product,this is a perfect product i used many remotes from market but all proved useless it works well and remote is original thanks flipkart and the seller,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,worth the money,nice product,positive,2
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,1.0,unsatisfactory,zeb vita plus spekar money west buy not battery backuponly one hour play and power off automatically battery backup 40 and battery low and off automaticallyno sound quality no bassvest of money no buy,negative,0
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,4.0,nice product,good,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,awesome,the fan runs smoothly without much noise installation was done smoothly by the person hope the fan has long life,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,super,product is very good we can buy with any other thought,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,excellent,good product thanks bajaj and flipkart,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,nice product,good for value,positive,2
inalsa fiesta lx 650 w food processorwhite,5039.0,5.0,best in the market,first time order this type of products,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,simply awesome,beautiful,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,highly recommended,in budget nice product,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,perfect product,best products,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,great product,very good,neutral,1
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,super,nice product,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,3.0,just okay,soundless speed build quality,neutral,1
lurags diamond natural brown set of 6 stumps with bailsbrown,469.0,5.0,simply awesome,very good product,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,excellent,i loved it thank you flipkart,positive,2
adonai pot15lpink rice cooker food steamer travel cooker slow cooker electric pressure cooker15 l pink,599.0,5.0,excellent,great product value for money such a great product in such a small amount,positive,2
candes florence 1200 mm energy saving 3 blade ceiling fansilver blue pack of 2,2879.0,5.0,mindblowing purchase,super producthigh qualitysuper speed,positive,2
philips hr762700 650 w food processorwhite,4319.0,5.0,wonderful,best product nd easy to usethnks flipkart,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,4.0,really nice,good deal,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,5.0,classy product,i like the product delivered by flipkart mivi fort s16 soundbar i like the sound nd base and the design its light in weight easy to carry anywhere,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,fabulous,unbelievable result at this price range,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,4.0,really nice,good fine airplastic bodysmall motor,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,great product,good to have such a thing in the house got it for the price of 2k with the purchase of ac it certainly takes sometimes to get used of its functionality but once you used it regularly life becomes easier so for the 2k price i didnt even thought a bit to purchase it,positive,2
pragati trends lab coatpoly cotton,385.0,2.0,could be way better,so long not as show and very poor cloth disapoint me flip kart,negative,0
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,4.0,good quality product,nice product,positive,2
glun water quality purity tester 0990 ppm digital tds meter,199.0,5.0,perfect product,its really good work,positive,2
prestige atlas delight electric rice cooker18 l blue,2399.0,5.0,perfect product,looks good,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,best in the market,nice camera,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,2.0,not good,waist money,negative,0
pigeon favourite electric kettle15 l silver black,699.0,5.0,mindblowing purchase,very nice pic and sev money,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,excellent,for me its working perfectly,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,very good at this price and battery bakcup awsm,in this headphone battry backup is soo good and sound quality is very awesome i am really happy with this product,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,4.0,very good,data transfer speed is 105115mbps though it depends im using ssd in my laptop so it may be different if youre transferring data from hdd to this external hddand built quality is just okay,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,highly recommended,good product deliveron time value for money product,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,worth every penny,awesome,positive,2
pragati trends lab coatpoly cotton,385.0,4.0,valueformoney,nice according to the prize,positive,2
sulfur best buy ultra dj sound blast portable best bluetoothwith super deep bass wireless rechargeable dj sound bluetooth extra baas stereo sound quality led colour changing lights  mini home theatre speaker support tfusbpen driveaux slot 10 w bluetooth car speakerblack stereo channel,499.0,1.0,did not meet expectations,bad product,negative,0
samsung dw60m5042fwtl free standing 13 place settings dishwasher,33990.0,3.0,just okay,its a ok product i have been using it one week it doesnt clean milk pans properly and kadais little bit disappointed,neutral,1
atomberg renesa 1200 mm bldc motor with remote 3 blade ceiling fanivory  black pack of 1,3569.0,4.0,delightful,overall fan is good first i was afraid for ordering this fan because its not that popular and without checking it was riskybut my decision was right and i ordered itfan is too good speed is awesome but its lightweight and i really like to se doesn it will affect my electricity billafter three months i will again repost about it,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,just wow,excellent product,positive,2
ifb neptune vx free standing 12 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,38490.0,5.0,worth every penny,nice product and nice services from flipkart,positive,2
the indian casa cricket net 10x20 feet nylon cricket boundary and practice net green cricket netgreen,340.0,5.0,just wow,nice quality,positive,2
luminous vento dlx 150 mm 5 blade exhaust fanwhite,1448.0,2.0,bad quality,dont like,negative,0
butterfly rapid kettle 15 litre  eco 750 ml water bottle,849.0,5.0,best in the market,very good products and chip prize,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,4.0,nice product,very very poor,negative,0
adonai pot15lpink rice cooker food steamer travel cooker slow cooker electric pressure cooker15 l pink,599.0,5.0,super,simply super,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,perfect product,awsm cooling happy with the product and services provided by flipkart,positive,2
hindware ripple 90 auto clean wall mounted chimneyinox 1350 cmh,14299.0,5.0,worth every penny,excellent perfomance good quality,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,2.0,moderate,sound was not goid,negative,0
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,1.0,did not meet expectations,worst product,negative,0
bajaj fx11 food factory 600 w food processorwhite,6525.0,5.0,brilliant,very good,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,classy product,nice prodect,positive,2
ceat hitman full size double blade poplar cricket bat  advance play poplar willow cricket  bat12 kg,329.0,1.0,dont waste your money,very poor qulity,negative,0
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,simply awesome,1best sounds quality 2 no1 bass 3 awesome look very comfortabl4 im used 79 hr per day battery backup amazing 3 day wow 5 im so happy for this product 6 thanks for flipkart for fast delivery,positive,2
ifb neptune vx plus free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,41990.0,5.0,great product,got the delivery in less than 12 hours flipkart got installation scheduled within a day and i was able to use the dishwasher within 2 days very good experience used dishwasher a couple of times and no issues,positive,2
choose the correct  led music bulb with bluetooth speaker music color changing led bulb dj lights with remote control music dimmable for home bedroom living room decoration smart bulb with google alexa  siri assistant smart speakermulticolor,379.0,5.0,fabulous,nice,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,2.0,bad quality,low quality at botton side,negative,0
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,worth every penny,very satisfied for me,positive,2
pragati trends lab coatpoly cotton,385.0,1.0,waste of money,cloth material is not good,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,excellent,perfect,positive,2
adroitz superior quality anti cut safety hand glove13 nylon synthetic latex  safety gloves8,209.0,1.0,terrible product,bad,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,2.0,bad quality,this product is winter seasonbut my booking summer season so not usefull,neutral,1
dv engineering 2 compartments iron remote control holder stand organizer for tv ac dth stb remotes with attractive dancing ladyblack green pink,366.0,5.0,awesome,very nice as it is shown in flipkart,positive,2
glun water quality purity tester 0990 ppm digital tds meter,199.0,4.0,valueformoney,good,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,1.0,dont waste your money,poor quality and poor delivery,negative,0
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,3.0,does the job,first of all buy this product during sale time you will get it at a price of 1299second the product is good but the sound quality is not up to the mark u can get better sound quality from boat wired earphone which cost 450 when you wear the headphone after 30 min you have to remove it for 23 min for getting relief from pain in earsit is very light weight but look very bigthe battery backup is excellent last more than 11 hr if you use it in medium level sound,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,4.0,delightful,good quality product,positive,2
sportsoul cotton gym  athletic abdomen supportblue,249.0,3.0,nice,decent,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanbrown pack of 1,1349.0,4.0,wonderful,good,positive,2
rixen cricket net 20x10 feet cricket netblue,349.0,4.0,delightful,nice quality net i used it to cover my balcony from pigeons it was very helpful pigeons can not break through this nylon net good quality and strength,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,4.0,pretty good,best deal on flipkart the product is awesome,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,mindblowing purchase,nice chimney,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,just wow,excellent,positive,2
google nest mini 2nd gen with google assistant with google assistant smart speakercharcoal,3499.0,5.0,excellent,good,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,1.0,utterly disappointed,always repairs in motor,negative,0
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,5.0,must buy,nice bass,positive,2
voltas beko dt8b free standing 8 place settings intensive kadhai cleaning no prerinse required dishwasher,20990.0,5.0,worth every penny,good performance at a great price utensils come out sparkly clean and shining hand washing cannot match this even plastic containers which become yellow due to haldi and masala come out pure white,positive,2
i kall ik22 40 w bluetooth home theatreblack 21 channel,1499.0,4.0,very good,worth for moneywe enjoy it,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,wonderful,its been a month now after i bought this if you are person who loves bass and listening songs in high volume this will drive you crazy it have way too good battery life like for 3 days i guess and gets charged even faster but if u listen songs in low volume this is not ur cup of tea also if u take it to gym it will definitely slip over your head and will make u uncomfortable prolonged use may make u feel uncomfortable in your ears and definitely big enough that u cant wear it an,positive,2
crompton hill briz deco 1200 mm 3 blade ceiling fansmoked brown pack of 1,1799.0,1.0,hated it,not high speed normal speed,neutral,1
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,4.0,good choice,mivi the best products mfd this is my second product from miviabout speaker volume louder soft music bass not aas expected but okay for person who just listen soft music design of the product looks good,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,1.0,terrible product,dont go on flipkart review i purchase this cooler but totally waste of moneyp,negative,0
dv engineering 2 compartments iron remote control holder stand organizer for tv ac dth stb remotes with attractive dancing ladyblack green redpink,575.0,4.0,wonderful,nice,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,fabulous,best products,positive,2
bluechip bl55smarttv21amp tv voltage stabilizer for led tvsmart tv up to 55 inches  set top box  home theaterseagreen,1401.0,5.0,wonderful,working good,positive,2
atomberg renesa 1200 mm bldc motor with remote 3 blade ceiling fanivory  black pack of 1,3569.0,5.0,excellent,superb fan,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,simply awesome,sup product dis range i m happy,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,classy product,this product is very helpful in daily life like to chill out by listening song to remembers your small scheduled plan throughout the day,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,awesome,this is totaly beast in value for money and its also quit good sound quality when you are in gaming vocals are clear when you have out of battry so mention not it has audio jack to connect this is really cool and not worry about battry its almost have 6hr of backup and also this fit in your head easily its cover whole ears and also feel hot and not longer comfertablebass not much as haevy as expected but its goodmustbuyhappyshopping,positive,2
bajaj 410053 600 w food processormulticolor,6589.0,4.0,good quality product,good product,positive,2
bluechip bl43smarttv tv voltage stabilizer for led tvsmart tv up to 43 inches  set top boxroyal blue,1256.0,4.0,valueformoney,nice product,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,best in the market,comes in a nice packaging liked it,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,mindblowing purchase,loves it data transfer also impressive,positive,2
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,4.0,delightful,really happy with the dishwasherdishes comes out sparkling clean things to keep in mind1 cleaning also depends on the detergent so do analyse before buying detergent2 choose the wash cycle the eco mode works best both in terms of cleaning and power consumption,positive,2
f ferons wireless rechargeable portable premium bass multimedia ffrtg113 9 w bluetooth speakerblack stereo channel,435.0,4.0,pretty good,nice products,positive,2
bosch sms66gi01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,44890.0,5.0,great product,excellent product very usefull clear all doubt must must must buy,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,mindblowing purchase,excellent,positive,2
victory medium weight  pack of 1  rubber cricket tennis ball cricket rubber ballpack of 1,59.0,5.0,super,very good,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,brilliant,best quality of the product,positive,2
ssww multipurpose heavyduty reusable washable nitrile coated work safety hand gloves for dishwashing gardening industrial agricultural cleaning carwash for men  women  pack of 10 pair gloves  synthetic  safety gloves20,480.0,1.0,terrible product,very low quality,negative,0
google nest mini 2nd gen with google assistant with google assistant smart speakercharcoal,3499.0,5.0,awesome,the price in that it comes is worth for it it is such an amazing product you can connect your tv and lights with this as well it works perfectly with my home devices it offers decent sound and richer bass design and build quality is very good,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,4.0,delightful,little cute osm,positive,2
google nest hub 2nd gen display with google assistant smart speakercharcoal,6999.0,5.0,super,awesome product,positive,2
lg dfb424fp free standing 14 place settings intensive kadhai cleaning no prerinse required dishwasher,52990.0,4.0,really nice,it is good though very hard stain does not go absence of resume operation whenever power breaks in between is a problem overall a good product worth investing,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,5.0,awesome,great producta and bass is very goodmade in india,positive,2
glun water quality purity tester 0990 ppm digital tds meter,199.0,5.0,awesome,this quality is so beautiful,positive,2
prestige cleanhome fruit and vegetable cleaner p0z 10  230 volts food processorwhite and blue,2695.0,5.0,perfect product,nice product,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,highly recommended,high battery backup and good sound quality though the sound come out like a bluetooth speaker when using bluetooth mode we can reduce the volume manually in the hedphone great product,positive,2
kay1steel boot jabba steel toe genuine leather safety shoeblack s1 s1p,690.0,1.0,worst experience ever,very bad shoe dont buy,negative,0
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,perfect product,it is one of the best headphone i ever used superb sound quality have it if you have dream of listening good music the best part of this headphone is that it do not give headache even if u listen for hours in full volume loved it,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,great product,great product super fast delivery,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,wonderful,met most of my expectations,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,classy product,original product,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,awesome,very good service specially the steel net is very helpful,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,3.0,nice,unable to link my device nokia 43 inch android tv with google nest mini looks like firmware versions are not matching and not even showing any update for both devices other than that product is good if we get update for chromecast then we can utilize the nest mini completely due to this im unable to control my tv using google nest mini,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,classy product,first of all i didnt expect the size it comes with fits in the palm of the hand so much light weightspeed is also descent got around 120mbsno sound while transferring datai transferred around 600gb data from my laptop which have 1tb of hard drive with single click and it takes me around 25 hours it gets heated while transferring but its okay because is should not have transfer that amount of data with single click but in the end no problemsgo for it i got it around 4800 for 2tb i,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,just wow,nice product,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,2.0,bad quality,not very good the kajal is breaking out easily waste of money,negative,0
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,2.0,expected a better product,this fans fitting was not up to the mark,negative,0
prestige prwo 182 electric rice cooker with steaming feature18 l white,2454.0,1.0,absolute rubbish,please please please dont buy this product and dont waste your money prestige symbol has removed with in 10 days when i clean up the product they are supplied duplicate productrice cooking not well,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,good quality product,after 1 month of usage it was good,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,simply awesome,excellent one responds fastly if provide battery backup it will be more useful,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,5.0,highly recommended,very nice,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,5.0,highly recommended,good product,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,1.0,horrible,waste of money dont buy,negative,0
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,terrific purchase,the best headphones i have got well it is my first sound quality is awesome and battery capacity is awesome i have been listening from 2 days 2 hrs per day but it is still 90go for it,positive,2
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,4.0,valueformoney,product is very good but buttery are not unsucsesfull,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,5.0,wonderful,awaesome cooler it is better than symphony,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,terrific,good product,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,1.0,unsatisfactory,no use,negative,0
philips hr762700 650 w food processorwhite,4319.0,4.0,good quality product,good,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,terrific purchase,ok,neutral,1
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,1.0,utterly disappointed,sound quality is good but calling is not good as well bass good dont go for calling,positive,2
bosch sms66gw01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,42000.0,5.0,must buy,the machine is simply very good,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,great product,very good quality,positive,2
candes florence 1200 mm energy saving 3 blade ceiling fansilver blue pack of 2,2879.0,1.0,did not meet expectations,bed product,negative,0
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,super,not worth upgrading from home mini,negative,0
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,4.0,nice product,great set of headphones bass is good vocals are clear too but dont play at full volume as the vocals start getting affected best thing is you also get a wire to make your wireless headphone a wired one if you feel like overall a good product at the price point,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,super,budget purchase,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,4.0,valueformoney,nice products they should have given a bluetooth options to so it could be used as speaker sound clearity is awesome size is compact with minimal design,positive,2
philips hl166100 700 w food processorwhite,7499.0,5.0,decent product,powerful motor and decent jar accessories taking away 2 stars coz one jar was chipped small crack and i was not able to replace it to wait another 10 days without a food processor at home flipkart could have improved the packing and quality checking the food processor was not at all covered with custom covering but just had the company cover only it was wide open exposed to shoke rain etc in the back of an open delivery truckbut the food processor itself is good qualityupdate,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,terrific purchase,extra bass and clarity is very good but the material quality looks like cheaper and design is very much cool go for it guys,positive,2
voltas beko dt8b free standing 8 place settings intensive kadhai cleaning no prerinse required dishwasher,20990.0,4.0,nice product,its a great buy saves me so much time the only problem i face is that the dishes dont come out smelling as fresh as they do when we wash with pril else i strongly recommend this absolutely worth the money,positive,2
hindware ripple 90 auto clean wall mounted chimneyinox 1350 cmh,14299.0,5.0,worth every penny,very nice product for the worth but they have provided plastic pipe instead of aluminium pipe next the flipkart is not sending their flipkart installation persons and they are engaged local mechanics who are working in local as electricians as well as plumbers except that everything is fine thanks for the flipkart,positive,2
luminous vento dlx 150 mm 5 blade exhaust fanwhite,1448.0,2.0,expected a better product,too small to use good for bathroom only,positive,2
pigeon favourite electric kettle15 l silver black,699.0,1.0,worst experience ever,worst quality,negative,0
stylera 5 pair anti cutting cut resistant hand safety gloves cutproof protection with rubber grade wet and dry glove nylon rubber  safety gloves10,236.0,3.0,just okay,ok,neutral,1
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,classy product,superb must go for it,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,great product,good prodc,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,3.0,nice,good,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,great product,not bad,positive,2
bosch sms24aw00i free standing 12 place settings intensive kadhai cleaning no prerinse required dishwasher,33990.0,5.0,highly recommended,amazing good super mind blowing fantastic marvelous,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,just wow,it helps me a lot,positive,2
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,1.0,not recommended at all,its worst product dont buy it,negative,0
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,1.0,very poor,no expected speed and not cooling this product,negative,0
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,fabulous,cool product,positive,2
bluechip 100 copper bl72smarttv32amp tv voltage stabilizer for led tvsmart tv up to 72  inches  set top box  home theater  with 3 years warranty  100 copper black gold,1547.0,5.0,just wow,very good and very nice beautiful sturdy power supply stabilizer for tv,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,3.0,good,good,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,4.0,good choice,just now installation done delivery time met on time and installation also done within next day service is good,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,just wow,thank u flipkart,positive,2
inalsa fiesta lx 650 w food processorwhite,5039.0,1.0,useless product,the delivered product was not working and there was no product available for exchange hence we have to return worst seller,negative,0
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,mindblowing purchase,this headphone is very fabulous there bass very strong this headphone sound is clear and there price is proper the quality of headphone is best buy this headphone there is no mistake it will give fast delivery there is no delay of product,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,excellent,excellent thank you flipkart nice deal,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,3.0,good,price is literally good,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,2.0,could be way better,not satisfying,negative,0
the sharp club sh2004bk steel toe leather safety shoeblack s1,749.0,5.0,just wow,very nice,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,3.0,nice,the product initially started working well but after few months the voice reception became bad it especially happens when you hang the speaker i have the 1st gen speaker as well the sound of the 2nd gen is better but voice reception wise much inferior to the first gen my advice go for the first generation you will be more satisfied,positive,2
glun water quality purity tester 0990 ppm digital tds meter,199.0,5.0,highly recommended,working fine,positive,2
kay1steel boot jabba steel toe genuine leather safety shoeblack s1 s1p,690.0,5.0,mindblowing purchase,awesome product,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,4.0,very good,value of moneyok,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,5.0,classy product,awesome product must buy,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,1.0,did not meet expectations,slow cook time taking,negative,0
pigeon favourite electric kettle15 l silver black,699.0,1.0,unsatisfactory,old product,neutral,1
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,5.0,brilliant,super,positive,2
prestige atlas delight electric rice cooker18 l blue,2399.0,1.0,waste of money,took me almost 2 hours to cook chambav rice available in kerala its suitable only for thin white rice i guess,neutral,1
wonderchef nutri pot electric pressure cooker3 l black  silver,6099.0,4.0,valueformoney,looking really gorgeous and big but inside the space is small for cook for more family members they go for another sizehappy only,positive,2
the sharp club sh2004bk steel toe leather safety shoeblack s1,749.0,4.0,wonderful,sole of shoe is softoverall the product is good can be brought,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,just wow,awesome,positive,2
i kall ik22 40 w bluetooth home theatreblack 21 channel,1499.0,5.0,perfect product,super,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,3.0,does the job,good product quality of product is over and above than that of bajaj and even prestige if we take cost into the consideration however we get 1 bowl only along with this this is somewhat drawback for this product but if they add 1 extra bowl even by taking 200 extra charge this would be the outstanding product,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,2.0,moderate,transfer speed not so good its take to much time,negative,0
ozarro black canvas light weight steel toe safety shoes s4420 steel toe canvas safety shoeblack s1,999.0,5.0,must buy,light weight and comfortable,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,great product,very very nice i am happy,positive,2
airtel airtel universal setup box remote digital setup box universal remote airtel remote controllerblack,209.0,5.0,mindblowing purchase,good quality item,positive,2
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,5.0,excellent,super,positive,2
ozarro black canvas light weight steel toe safety shoes s4420 steel toe canvas safety shoeblack s1,999.0,5.0,must buy,super,positive,2
pigeon favourite electric kettle15 l silver black,699.0,1.0,utterly disappointed,bad quality,negative,0
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,4.0,delightful,i love it soo much,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,4.0,good quality product,quality is good but two cooking bowls should be given in other brands they are providing two vessels,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,simply awesome,very nice,positive,2
